編號,案類,發生(現)日期,發生時段,發生(現)地點
358,住宅竊盜,1040615,00~02,台北市文山區萬芳里011鄰萬安街61~90號
359,住宅竊盜,1040615,02~04,台北市信義區永吉路120巷31~60號
360,住宅竊盜,1040615,12~14,台北市中山區建國北路2段116巷1~30號
361,住宅竊盜,1040616,08~10,台北市萬華區西藏路199巷1~30號
362,住宅竊盜,1040616,12~14,台北市文山區景東里景華街104巷1~30號
363,住宅竊盜,1040616,14~16,台北市文山區景東里景興路153巷14弄1~30號
364,住宅竊盜,1040619,08~10,台北市文山區萬隆里羅斯福路5段241~270號
365,住宅竊盜,1040619,08~10,台北市中山區長安東路1段52巷9弄1~30號
366,住宅竊盜,1040619,18~20,台北市中正區頂東里羅斯福路2段174巷1~30號
367,住宅竊盜,1040620,06~08,台北市松山區光復北路120巷121~150號
368,住宅竊盜,1040620,10~12,台北市信義區富陽街44巷1~30號
369,住宅竊盜,1040620,12~14,南斗路31巷31~60號
370,住宅竊盜,1040621,10~12,台北市士林區溪山里至善路3段1~30號
371,住宅竊盜,1040622,06~08,台北市北投區八仙里承德路7段401巷331弄1~30號
372,住宅竊盜,1040622,12~14,台北市士林區臨溪里故宮路41巷1~30號
373,住宅竊盜,1040622,14~16,台北市士林區臨溪里5鄰故宮路41巷1~30號
374,住宅竊盜,1040623,10~12,台北縣中和市忠孝路37巷31~60號
375,住宅竊盜,1040623,14~16,桃園縣大溪鎮南興里南興31號
376,住宅竊盜,1040623,22~24,台北市大安區大安路1段16巷1~30號
377,住宅竊盜,1040624,04~06,台北市中山區新生北路3段1~30號
378,住宅竊盜,1040624,18~20,台北市中正區光復里重慶南路1段1~30號
379,住宅竊盜,1040625,00~02,台北市中山區明水路601~630號
380,住宅竊盜,1040626,12~14,桃園縣龍潭鄉大坑北街1861~1890號
381,住宅竊盜,1040628,00~02,台北市中山區中山北路2段128巷6弄1~30號
382,住宅竊盜,1040628,00~02,台北市中山區林森北路391~420號
383,住宅竊盜,1040628,02~04,台北市士林區陽明里華岡路31~60號
384,住宅竊盜,1040628,16~18,台北市南港區玉成里南港路3段130巷3弄1~30號
385,住宅竊盜,1040628,16~18,台北市內湖區東湖路113巷95弄121~150號
386,住宅竊盜,1040630,00~02,台北市信義區六張捷運站
387,住宅竊盜,1040630,04~06,台北市北投區湖山里建國街1~30號
388,住宅竊盜,1040630,10~12,台北市中山區民生東路2段121~150號
389,住宅竊盜,1040630,22~24,台北市北投區林泉里新民路61~90號
390,住宅竊盜,1040701,00~02,台北市中山區農安街28之1~30號
391,住宅竊盜,1040701,08~10,台北市中正區羅斯福路3段91~120號
392,住宅竊盜,1040701,10~12,台北縣新店市中正路247巷24弄1~30號
393,住宅竊盜,1040701,16~18,台北市中山區林森北路451~480號
394,住宅竊盜,1040702,20~22,台北市士林區菁山里菁山路99巷1~30號
395,住宅竊盜,1040703,00~02,台北市中山區民族東路512巷1~30號
396,住宅竊盜,1040703,12~14,台北市內湖區康樂街201巷23弄1~30號
397,住宅竊盜,1040704,06~08,台北市信義區永吉里松山路91~120號
398,住宅竊盜,1040704,08~10,台北市萬華區西園路1段256巷1~30號
399,住宅竊盜,1040706,16~18,基隆市安樂區武嶺街301~330號
400,住宅竊盜,1040706,18~20,台北市北投區八仙里大度路151~180號
401,住宅竊盜,1040707,00~02,台北市士林區福安里延平北路7段63巷1~30號
402,住宅竊盜,1040707,02~04,台北市萬華區西園路1段256巷1~30號
403,住宅竊盜,1040707,08~10,台北市文山區樟文里辛亥路7段69巷1~30號
404,住宅竊盜,1040707,20~22,台北市萬華區莒光路181~210號
405,住宅竊盜,1040708,10~12,台北市文山區萬芳里萬美街1段19巷1~30號
406,住宅竊盜,1040709,02~04,台北市中山區新生北路3段61~90號
407,住宅竊盜,1040710,00~02,台北市中山區民族東路512巷10﹑12號
408,住宅竊盜,1040711,08~10,台北縣三峽鎮202號
409,住宅竊盜,1040711,08~10,建國路2段61~90號
410,住宅竊盜,1040713,00~02,台北市中正區東門里杭州南路1段18巷1~30號
411,住宅竊盜,1040713,00~02,台北市中山區雙城街19巷1~30號
412,住宅竊盜,1040714,00~02,台北市中山區民權東路2段92巷1弄1~30號
413,住宅竊盜,1040714,08~10,台北市萬華區環河南路2段35巷15弄1~30號
414,住宅竊盜,1040715,10~12,台北市萬華區昆明街211~240號
415,住宅竊盜,1040715,10~12,台北市萬華區雙園街60巷31~60號
416,住宅竊盜,1040715,12~14,台北市信義區正和里光復南路417巷211~240號
417,住宅竊盜,1040715,18~20,台北市中山區南京東路2段91~120號
418,住宅竊盜,1040716,08~10,台北市大安區光信里光復南路456巷1~30號
419,住宅竊盜,1040716,12~14,桃園縣平鎮市中豐路31~60號
420,住宅竊盜,1040716,12~14,台北縣土城市裕民路1~30號
421,住宅竊盜,1040716,12~14,桃園縣大溪鎮康莊路3段827巷1~30號
422,住宅竊盜,1040717,02~04,台北市中山區民生東路1段61~90號
423,住宅竊盜,1040718,00~02,台北市北投區一德里中央北路4段151~180號
424,住宅竊盜,1040718,14~16,台北市松山區光復北路181~210號
425,住宅竊盜,1040718,16~18,台北市萬華區西園路1段151~180號
426,住宅竊盜,1040718,20~22,台北市北投區林泉里溫泉路121~150號
427,住宅竊盜,1040720,18~20,台北市北投區清江里中央南路2段91~120號
428,住宅竊盜,1040720,20~22,台北市士林區百齡里11鄰前港街110巷1~30號
429,住宅竊盜,1040720,22~24,台北市萬華區雅江街61~90號
430,住宅竊盜,1040721,12~14,台北市松山區南京東路5段251巷24弄1~30號
431,住宅竊盜,1040721,22~24,台北市信義區三犁里信義路5段121~150號
432,住宅竊盜,1040722,14~16,台北市大同區保安里哈密街59巷31弄31~60號
433,住宅竊盜,1040722,16~18,台北市萬華區中華路2段504巷1~30號
434,住宅竊盜,1040723,08~10,台北市松山區南京東路5段23巷7弄1~30號
435,住宅竊盜,1040724,14~16,台北市內湖區成功路4段323巷9弄1~30號
436,住宅竊盜,1040725,10~12,台北市松山區南京東路5段66巷1~30號
437,住宅竊盜,1040725,14~16,台北市信義區中興里嘉興街31~60號
438,住宅竊盜,1040727,06~08,台北市松山區健康路8巷1~30號
439,住宅竊盜,1040727,06~08,台北市松山區寶清街1~30號
440,住宅竊盜,1040727,20~22,台北市士林區陽明里華岡路31~60號
441,住宅竊盜,1040729,10~12,台北市松山區民權東路5段31~60號
442,住宅竊盜,1040730,14~16,台北市大同區華亭街1~30號
443,住宅竊盜,1040730,16~18,台北市萬華區大理街170巷1弄1~30號
444,住宅竊盜,1040731,00~02,台北市中山區民權西路61~90號
445,住宅竊盜,1040731,02~04,台北市松山區南京東路5段251巷24弄1~30號
446,住宅竊盜,1040731,04~06,台北市松山區健康路325巷18弄1~30號
447,住宅竊盜,1040731,08~10,台北市中正區廈安里大埔街21巷1~30號
448,住宅竊盜,1040731,10~12,台北市松山區南京東路5段281巷1~30號
449,住宅竊盜,1040731,14~16,台北市松山區南京東路5段251巷24弄1~30號
450,住宅竊盜,1040731,20~22,台北市南港區九如里研究院路2段182巷79弄1~30號
451,住宅竊盜,1040801,00~02,台北市中山區民權東路2段1~30號
452,住宅竊盜,1040801,00~02,台北縣永和市成功路2段211~240號
453,住宅竊盜,1040801,00~02,台北市中山區林森北路107巷31~60號
454,住宅竊盜,1040803,00~02,台北市文山區木柵里木柵路3段85巷23弄1~30號
455,住宅竊盜,1040804,04~06,台北市士林區新安里7鄰仰德大路3段106巷1~30號
456,住宅竊盜,1040805,12~14,台北市松山區南京東路5段123巷1弄1~30號
457,住宅竊盜,1040805,16~18,桃園縣大溪鎮仁和六街108巷1~30號
458,住宅竊盜,1040806,14~16,台北市內湖區內湖路2段103巷119弄1~30號
459,住宅竊盜,1040806,14~16,中元路25巷1~30號
460,住宅竊盜,1040806,16~18,台北市北投區開明里復興四路8巷1~30號
461,住宅竊盜,1040807,02~04,台北市中山區松江路108巷1~30號
462,住宅竊盜,1040810,00~02,台北縣三峽鎮介壽路2段138巷1弄151~180號
463,住宅竊盜,1040810,14~16,台北市萬華區西園路2段372巷3弄31~60號
464,住宅竊盜,1040810,16~18,台北市內湖區安泰街49巷1~30號
465,住宅竊盜,1040810,20~22,台北市中山區龍江路377巷1~30號
466,住宅竊盜,1040810,20~22,台北市中山區林森北路391~420號
467,住宅竊盜,1040811,06~08,台北市士林區社新里社子街61~90號
468,住宅竊盜,1040811,10~12,台北市士林區臨溪里9鄰至善路2段342巷1~30號
469,住宅竊盜,1040812,08~10,台北市大同區建明里華陰街72巷1~30號
470,住宅竊盜,1040812,20~22,台北市中山區林森北路107巷61~90號
471,住宅竊盜,1040813,12~14,台北市信義區黎平里和平東路3段301~330號
472,住宅竊盜,1040813,12~14,桃園縣楊梅鎮校前路324巷61~90號
473,住宅竊盜,1040813,16~18,台北市北投區湖山里紗帽路1~30號
474,住宅竊盜,1040814,08~10,台北市大安區錦安里麗水街31~60號
475,住宅竊盜,1040814,10~12,台北市文山區木柵里7鄰木柵路3段85巷8弄1~30號
476,住宅竊盜,1040814,14~16,台北市中山區林森北路119巷31~60號
477,住宅竊盜,1040815,06~08,台北市信義區大道里林口街181~210號
478,住宅竊盜,1040815,08~10,台北市大同區迪化街2段151~180號
479,住宅竊盜,1040815,12~14,台北市大安區大學里新生南路3段70巷2弄1~30號
480,住宅竊盜,1040815,12~14,台北市大安區古莊里羅斯福路2段91~120號
481,住宅竊盜,1040815,14~16,台北市大安區誠安里忠孝東路3段301~330號
482,住宅竊盜,1040815,14~16,台北市大同區建明里華陰街72巷1~30號
483,住宅竊盜,1040817,00~02,台北市信義區四維里松山路241~270號
484,住宅竊盜,1040817,02~04,台北市北投區八仙里崇仁路1段159巷1~30號
485,住宅竊盜,1040817,16~18,台北市松山區南京東路5段271~300號
486,住宅竊盜,1040817,20~22,台北市士林區天玉里中山北路7段51巷1~30號
487,住宅竊盜,1040818,06~08,台北市南港區聯成里東新街77巷15弄1~30號
488,住宅竊盜,1040818,10~12,新竹縣新豐鄉康泰路31~60號
489,住宅竊盜,1040818,20~22,台北市南港區九如里研究院路3段211~240號
490,住宅竊盜,1040819,08~10,台北市北投區關渡里知行路292巷14弄1~30號
491,住宅竊盜,1040819,12~14,新竹縣新豐鄉康泰路31~60號
492,住宅竊盜,1040820,00~02,台北市信義區景新里莊敬路289巷5弄1~30號
493,住宅竊盜,1040821,22~24,台北市南港區九如里研究院路3段211~240號
494,住宅竊盜,1040822,00~02,台中市南屯區
495,住宅竊盜,1040822,08~10,台北市中山區樂群二路266巷91~120號
496,住宅竊盜,1040822,22~24,台北市文山區博嘉里4鄰木柵路4段159巷170弄1~30號
497,住宅竊盜,1040823,00~02,台北市中正區廈安里中華路2段109巷1~30號
498,住宅竊盜,1040823,18~20,台北市北投區桃源里崗山路11巷1~30號
499,住宅竊盜,1040823,20~22,台北縣樹林市四德街7弄1~30號
500,住宅竊盜,1040823,20~22,台北市萬華區西園路2段372巷3弄31~60號
501,住宅竊盜,1040824,10~12,台北市信義區六合里信義路5段150巷418弄1~30號
502,住宅竊盜,1040824,12~14,桃園縣楊梅鎮老莊路211~240號
503,住宅竊盜,1040824,20~22,台北市士林區仁勇里小東街31~60號
504,住宅竊盜,1040825,10~12,台北市中正區新營里金華街1~30號
505,住宅竊盜,1040825,18~20,台北市大安區通化里10鄰通化街19巷1~30號
506,住宅竊盜,1040825,22~24,台北市大安區通安里通化街98巷1~30號
507,住宅竊盜,1040826,20~22,台北市內湖區內湖路1段91巷35弄1~30號
508,住宅竊盜,1040827,14~16,台北市士林區福志里福林路271~300號
509,住宅竊盜,1040827,16~18,台北市大同區永樂里10鄰民樂街1~30號
510,住宅竊盜,1040827,20~22,桃園縣楊梅鎮新梅一街1~30號
511,住宅竊盜,1040828,00~02,台北市中山區中山北路2段115巷1~30號
512,住宅竊盜,1040828,06~08,台北市大安區華聲里光復南路72巷23弄1~30號
513,住宅竊盜,1040828,14~16,台北市士林區天壽里4鄰中山北路6段441巷31~60號
514,住宅竊盜,1040828,14~16,台北市萬華區青年路1~30號
515,住宅竊盜,1040829,00~02,澎湖縣湖西鄉紅羅村54號
516,住宅竊盜,1040829,02~04,台北市文山區樟樹里13鄰興隆路4段74巷1~30號
517,住宅竊盜,1040829,08~10,台北市中正區廈安里中華路2段175巷31~60號
518,住宅竊盜,1040829,12~14,台北市北投區八仙里中央南路2段1~30號
519,住宅竊盜,1040830,08~10,台北市文山區明義里9鄰興隆路4段44巷1~30號
520,住宅竊盜,1040831,06~08,台北市士林區葫蘆里延平北路5段231巷31~60號
521,住宅竊盜,1040831,10~12,桃園縣中壢市桃鶯路宏福巷34弄1~30號
522,住宅竊盜,1040831,10~12,台北市信義區四育里虎林街30巷1~30號
523,住宅竊盜,1040831,12~14,台北市中正區幸市里仁愛路2段61~90號
524,住宅竊盜,1040831,14~16,台北市萬華區西昌街181~210號
525,住宅竊盜,1040831,16~18,台北市北投區石牌里致遠一路1段46巷1~30號
526,住宅竊盜,1040901,00~02,台北市大安區通化里通化街39巷1~30號
527,住宅竊盜,1040901,10~12,台北縣淡水鎮雙全路62巷1~30號
528,住宅竊盜,1040901,14~16,台北縣淡水鎮新式一路1段271~300號
529,住宅竊盜,1040903,10~12,台北市松山區民生東路5段138巷1~30號
530,住宅竊盜,1040903,14~16,台北市北投區雙全街62巷1~30號
531,住宅竊盜,1040904,16~18,新竹縣新豐鄉中崙村8鄰中崙261號
532,住宅竊盜,1040905,18~20,台北市中山區民族東路421~450號
533,住宅竊盜,1040905,18~20,台北市萬華區廣州街186巷1~30號
534,住宅竊盜,1040905,20~22,台北市松山區饒河街121~150號
535,住宅竊盜,1040906,00~02,台北市士林區忠誠里忠誠路1段91~120號
536,住宅竊盜,1040906,14~16,台北市內湖區民權東路6段413巷1~30號
537,住宅竊盜,1040907,12~14,台北市松山區敦化南路1段1~30號
538,住宅竊盜,1040907,14~16,台北市中正區黎明里忠孝西路1段31~60號
539,住宅竊盜,1040908,00~02,台北市中山區林森北路133巷31~60號
540,住宅竊盜,1040908,00~02,台北市中山區敬業1路181~210號
541,住宅竊盜,1040908,12~14,台北市中正區文盛里汀州路3段151~180號
542,住宅竊盜,1040908,12~14,台北市大安區虎嘯里4鄰敦化南路2段181~210號
543,住宅竊盜,1040909,14~16,台北市中山區北安路608巷5弄1~30號
544,住宅竊盜,1040910,10~12,台北市士林區福順里重慶北路4段31~60號
545,住宅竊盜,1040910,20~22,台北市松山區八德路4段691~720號
546,住宅竊盜,1040911,06~08,台北市萬華區環河南路3段151~180號
547,住宅竊盜,1040911,12~14,台北市松山區八德路2段391~420號
548,住宅竊盜,1040912,08~10,台北市文山區順興里18鄰恆光街17巷1~30號
549,住宅竊盜,1040912,18~20,台北縣新莊市建安街1~30號
550,住宅竊盜,1040913,04~06,台北市信義區永春里永吉路481~510號
551,住宅竊盜,1040913,12~14,台北市大同區老師里延平北路4段153巷1~30號
552,住宅竊盜,1040913,20~22,台北市北投區大同里中央北路1段151~180號
553,住宅竊盜,1040914,04~06,台北市中正區文盛里羅斯福路3段244巷10弄1~30號
554,住宅竊盜,1040914,10~12,台北市中山區合江街31~60號
555,住宅竊盜,1040914,18~20,台北市中山區民生東路1段31~60號
556,住宅竊盜,1040915,10~12,台北市北投區林泉里泉源路21巷1~30號
557,住宅竊盜,1040915,16~18,桃園縣楊梅鎮秀才路101巷1~30號
558,住宅竊盜,1040915,16~18,台北市萬華區東園街66巷37弄1~30號
559,住宅竊盜,1040915,20~22,台北市中山區中山北路2段115巷3弄1~30號
560,住宅竊盜,1040916,20~22,台北縣土城市溪頭路20巷1~30號
561,住宅竊盜,1040917,02~04,台北市信義區六合里信義路5段150巷臨56號
562,住宅竊盜,1040917,18~20,台北市大安區全安里8鄰安和路2段227巷1~30號
563,住宅竊盜,1040918,04~06,台北市萬華區大埔街7巷1~30號
564,住宅竊盜,1040919,00~02,台北市大同區玉泉里貴德街1~30號
565,住宅竊盜,1040919,00~02,台北市中山區中山北路1段121巷1~30號
566,住宅竊盜,1040919,18~20,台北市大同區鄭州路121~150號
567,住宅竊盜,1040920,00~02,台北市北投區吉利里致遠二路95巷31~60號
568,住宅竊盜,1040920,10~12,台北市南港區九如里研究院路2段182巷61~90號
569,住宅竊盜,1040920,20~22,台北市中山區民權東路2段91~120號
570,住宅竊盜,1040921,02~04,台北市中正區南福里羅斯福路2段61~90號
571,住宅竊盜,1040921,06~08,台北市信義區六合里信義路5段150巷401弄1~30號
572,住宅竊盜,1040921,14~16,台北市士林區德華里文林路740巷9弄1~30號
573,住宅竊盜,1040921,14~16,台北市士林區德華里文林路740巷9弄1~30號
574,住宅竊盜,1040922,10~12,台北市北投區中庸里雙全街62巷1~30號
575,住宅竊盜,1040924,20~22,台北市中正區永昌里中華路2段391~420號
576,住宅竊盜,1040925,22~24,台北市中正區螢雪里泉州街121~150號
577,住宅竊盜,1040926,10~12,台北市北投區立賢里承德路7段211~240號
